date,value,variance,ar1
2002-01-01,5048.46872,578.4592267092539,-0.0652026047078013
2002-02-01,5056.4825,585.768662006214,-0.015711414019826404
2002-03-01,5069.13305,536.0347989867236,-0.08176371348560657
2002-04-01,5080.41095,510.4708134961299,-0.1579938903474989
2002-05-01,5078.76468,476.89279747790516,-0.24010614792561938
2002-06-01,5114.786725,466.0458050918757,-0.31356454452770477
2002-07-01,5135.09772,458.4609130150137,-0.3158483288324837
2002-08-01,5192.719525,530.2446778206394,-0.2843461523015632
2002-09-01,5244.466875,579.2894690102082,-0.11576026836857367
2002-10-01,5329.1623,724.3260028955061,0.04283189923745788
2002-11-01,5391.079675,788.8891972170187,0.18685897650094196
2002-12-01,5452.294625,845.6474289398009,0.24509455967292645
2003-01-01,5469.728300000001,838.7987734235253,0.24115717432277953
2003-02-01,5507.554375,829.7824580311336,0.2229063580332225
2003-03-01,5537.348325,819.2064277224365,0.2171294740337651
2003-04-01,5582.56412,828.3332762688793,0.21654096566914124
2003-05-01,5643.736025,874.3934090493854,0.2366434662150313
2003-06-01,5681.4958750000005,846.027929832046,0.20068695135680234
2003-07-01,5733.3968,793.8209684959338,0.15511851128681112
2003-08-01,5734.016375,804.1762141153356,0.19700349055854197
2003-09-01,5733.321875,763.8682939374804,0.4304036640114875
2003-10-01,5702.014720000001,802.2723105558259,0.5106979237984797
2003-11-01,5726.63875,802.4227584720836,0.47456685628221945
2003-12-01,5782.73038,828.1566490391883,0.5241319779019832
2004-01-01,5817.929749999999,723.8310957775984,0.49164872881272403
2004-02-01,5891.804425,766.8482783467484,0.4587823206247367
2004-03-01,5975.74092,841.2541825165844,0.4970102366900273
2004-04-01,6033.209774999999,823.7246669785051,0.48040789874411544
2004-05-01,6064.636775,750.3922760360801,0.4762353573568581
2004-06-01,6101.997939999999,749.8782522283223,0.4771873403390061
2004-07-01,6135.71795,733.0905705123162,0.5088564594649686
2004-08-01,6156.840975,738.0407678017589,0.5062156955589227
2004-09-01,6220.701279999999,756.3468630707632,0.4642597015459279
2004-10-01,6258.078375,668.5173563050026,0.42214359985467104
2004-11-01,6289.735925,645.5908313267928,0.39927439607774756
2004-12-01,6363.74926,678.8705264440962,0.41436027947814646
2005-01-01,6487.308725,958.5658726936224,0.49497461585066654
2005-02-01,6543.80735,965.6681868140389,0.459175905867477
2005-03-01,6622.4261400000005,1008.1754259775456,0.4680663740624876
2005-04-01,6659.187475,1011.1505695966096,0.44600087423731277
2005-05-01,6707.3421,999.7461284662268,0.45176291366311133
2005-06-01,6748.49356,998.2915927708734,0.4541543693774348
2005-07-01,6832.706325,1062.7057931219322,0.4702579176459193
2005-08-01,6895.7186,979.7588410307266,0.4211567040020477
2005-09-01,6935.088575,875.5870308333979,0.2807299974417268
2005-10-01,6974.607175,583.3942911746149,0.17889395213839604
2005-11-01,6988.73204,613.9162818408429,0.22172027647874695
2005-12-01,7071.107325,650.7103383663411,0.13020644713413967
2006-01-01,7111.22005,643.8193849933916,0.1270601627745204
2006-02-01,7161.803875,625.9413686172804,0.08852204636306402
2006-03-01,7215.60092,582.4933033792925,0.07742465302790871
2006-04-01,7307.2600999999995,648.46839860695,0.09024952788163768
2006-05-01,7390.80778,663.4975656994765,0.13543013859476483
2006-06-01,7432.91855,657.046318554537,0.08038523517796625
2006-07-01,7467.9893,654.569438916581,0.048692319670135056
2006-08-01,7522.2222600000005,601.239110959397,0.0723881029025635
2006-09-01,7528.9097,702.7876298847768,0.08498147985545265
2006-10-01,7694.87345,1200.170312161596,-0.2204517437220648
2006-11-01,7748.861800000001,1166.1716954569215,-0.1837446777412587
2006-12-01,7836.629,1189.86041629836,-0.23875850301862037
2007-01-01,7883.87204,1019.8328043331543,-0.26265983178696006
2007-02-01,7935.746300000001,1021.4040247035421,-0.25969091976144787
2007-03-01,7889.2549500000005,1449.2510578399347,-0.1832459397050447
2007-04-01,7948.163675,1438.8304071207622,-0.1721074992363577
2007-05-01,7989.19932,1444.379432013011,-0.17628992227618975
2007-06-01,8053.649025000001,1442.1599903349181,-0.17081132629013013
2007-07-01,8124.066525,1414.3042839773823,-0.17590897501679398
2007-08-01,8215.56626,1470.922098183965,-0.1486555368847257
2007-09-01,8344.69545,1684.6734935563202,-0.07071216704875306
2007-10-01,8431.64764,1699.1657975344294,-0.04109062078698745
2007-11-01,8517.1153,1622.2392494724104,-0.00105841558130322
2007-12-01,8566.7852,1613.6467802260374,0.002897828104621957
2008-01-01,8596.09616,1639.367221850111,0.00741075502432623
2008-02-01,8641.445225,1645.6463553514798,0.019538355804364627
2008-03-01,8689.755275,1650.64852091461,0.03227802153026498
2008-04-01,8697.34452,1724.099535973071,0.028627539577981715
2008-05-01,8700.6815,1813.424946899537,0.10218764122335904
2008-06-01,8694.308,1963.934234996467,0.16297592505740324
2008-07-01,8695.30276,2064.133119923304,0.22053035141180735
2008-08-01,8685.501575,2217.7489660090396,0.2764819359401008
2008-09-01,8729.817775,2140.0305775944325,0.4509024249121913
2008-10-01,9186.52632,8593.076610760925,0.20857397932551283
2008-11-01,9114.006575,9349.730493675537,-0.17320857667850614
2008-12-01,9035.32444,10057.079454125971,-0.08163306187031852
2009-01-01,9035.318650000001,10161.20218441271,-0.050379005942506765
2009-02-01,9067.806175,10170.292302922402,-0.0462375330380391
2009-03-01,9044.260025,10005.354351163814,-0.037142516548564986
2009-04-01,8995.91392,10384.098443698742,-0.006548875888305958
2009-05-01,9041.767375,10383.967700379866,-0.006999903034065149
2009-06-01,9035.4743,10465.813279036573,-0.010048846392740781
2009-07-01,8974.040539999998,10851.857891227362,0.002636482397331552
2009-08-01,8927.2927,10973.990350883938,0.010404437782478118
2009-09-01,8842.832980000001,11027.308910338115,0.01652586914487303
2009-10-01,8756.394475000001,11281.915532026735,0.04000863467309149
2009-11-01,8823.73975,11182.23784601136,0.006286530850959629
2009-12-01,8784.73008,11225.408700938106,-0.007456631219542764
2010-01-01,8717.648575,11442.988562555,0.0032950020436635272
2010-02-01,8659.100625,11528.812965654728,0.012659524364285718
2010-03-01,8690.31106,11470.25668300523,0.003850596950282443
2010-04-01,9020.725925,16024.999524955154,0.036594165601171715
2010-05-01,8975.4158,16166.487795446403,-0.020409930560486338
2010-06-01,8930.46342,16288.284593220062,-0.011985048383672264
2010-07-01,8961.014075,16301.95008387162,-0.015425180596282869
2010-08-01,8988.006375,16291.576630359388,-0.012815389552007126
2010-09-01,8987.332740000002,16251.85176380911,-0.07913238663107404
2010-10-01,9000.126725,7247.346205132796,0.06189011564198848
2010-11-01,9014.450574999999,7072.597716392104,0.034635507237314365
2010-12-01,8989.076420000001,6845.503119930907,0.033242218807012815
2011-01-01,8953.1525,6893.257241343071,0.037804541130273095
2011-02-01,8916.384975,6876.838355713332,0.048412379153622516
2011-03-01,8910.40154,6863.366278453886,0.043785514567654865
2011-04-01,8928.28945,6799.830372648897,0.05830438627544635
2011-05-01,8923.15545,6692.359226062104,0.05910572646043305
